SL,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
0,4kpm50ItxF6iFUATTyQdOR,"Jeena Jeena (From ""Badlapur"")",6h09y5UH6sDRERJALlaJPi,https://p.scdn.co/mp3-preview/804fd0793a7a06c2a8567b40c99c85df1bf7009e?cid=6f011d3377f54821bb6607c002103317,2015-01-15,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.676,0.319,-9.201,0.0279,0.783,0,0.117,0.565,105.002,5,1,228969,67.0
1,4kpm50ItxF6iFUATTyQdOR,Samjhawan,0rk2X5TAhraBC5aCIXK2Rq,https://p.scdn.co/mp3-preview/c1f10ab622da6ca9279a4c35fc2498e39a457c56?cid=6f011d3377f54821bb6607c002103317,2014-06-19,"['classic pakistani pop', 'pakistani pop']",0.651,0.482,-8.666,0.0281,0.293,0,0.0811,0.517,106.993,4,1,269185,64.0
2,4kpm50ItxF6iFUATTyQdOR,"Tum Hi Ho Bandhu (From ""Cocktail"")",4pE05HNzmVFGpCOfNKE3w6,https://p.scdn.co/mp3-preview/19b13d9981089cc6ea7ad28ddcc0a672d0498211?cid=6f011d3377f54821bb6607c002103317,2012-06-12,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.714,0.892,-5.342,0.0516,0.00145,0.000817,0.0462,0.899,134.997,11,0,282012,66.0
3,4kpm50ItxF6iFUATTyQdOR,"Dooriyan (From ""Love Aaj Kal"")",4peiaLdhDgUgQ646Gpbvh3,https://p.scdn.co/mp3-preview/eba63b1b8a2605a1b960442786599f91737f0fb1?cid=6f011d3377f54821bb6607c002103317,2009,"['desi pop', 'filmi', 'modern bollywood']",0.517,0.716,-6.582,0.0509,0.611,0,0.11,0.594,122.952,7,0,337360,63.0
4,4kpm50ItxF6iFUATTyQdOR,"Galliyan (From ""Ek Villain"")",517bz7zkWELmyL4eZzJ5R9,https://p.scdn.co/mp3-preview/47e95f698a0a66d48ce96dde6f11b20ba65c0fc9?cid=6f011d3377f54821bb6607c002103317,2017-03-03,"['desi pop', 'filmi', 'modern bollywood']",0.552,0.75,-5.215,0.039,0.445,7.37e-05,0.291,0.4,89.999,10,0,340400,62.0
5,4kpm50ItxF6iFUATTyQdOR,Saibo,6udC4b4jOSnHb9ItnXgKLR,https://p.scdn.co/mp3-preview/db746c36ddad5e86478458bce4c402a3015e592a?cid=6f011d3377f54821bb6607c002103317,2011-03-28,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']",0.619,0.429,-7.867,0.028,0.738,1.35e-05,0.136,0.545,90.058,2,1,195253,70.0
6,4kpm50ItxF6iFUATTyQdOR,"Banjaara (From ""Ek Villain"")",2S6N9pbnkhQRyAx80HmF79,https://p.scdn.co/mp3-preview/82af03f82e21c794fc68346776c865a2e14ef2e0?cid=6f011d3377f54821bb6607c002103317,2017-03-03,"['desi pop', 'filmi', 'modern bollywood']",0.657,0.489,-6.829,0.0306,0.713,0,0.124,0.399,116.0,1,0,336567,60.0
7,4kpm50ItxF6iFUATTyQdOR,Maula Mere Maula,4CGBTtlrjZj7ydpV52cgB4,https://p.scdn.co/mp3-preview/3161cb1eef34ef201816c875843823e643fac43e?cid=6f011d3377f54821bb6607c002103317,2007-01-12,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.549,0.737,-7.865,0.0386,0.459,0.00844,0.091,0.412,119.963,0,1,364330,64.0
8,4kpm50ItxF6iFUATTyQdOR,"Mann Mera (From ""Table No. 21"")",2BeY2dQPbD8xYxx3yhBTVD,https://p.scdn.co/mp3-preview/24a6a79ff0da6edbd554d310cc02aeb3e0fcc7fd?cid=6f011d3377f54821bb6607c002103317,2012-12-19,"['desi pop', 'filmi', 'modern bollywood']",0.54,0.774,-7.873,0.0444,0.0524,0,0.142,0.384,191.809,1,0,198125,70.0
9,4kpm50ItxF6iFUATTyQdOR,"Kaise Hua (From ""Kabir Singh"")",1y1rQTkWmrZdJmjwuK07GC,https://p.scdn.co/mp3-preview/14cbcb4b4e8b576ab794a238b85d45b7c32171b6?cid=6f011d3377f54821bb6607c002103317,2019-06-13,"['desi pop', 'modern bollywood']",0.385,0.464,-6.975,0.0404,0.452,0,0.109,0.15,137.839,2,1,234722,65.0
10,4kpm50ItxF6iFUATTyQdOR,"Humnava (From ""Hamari Adhuri Kahani"")",4wqyrrwu6HCZWqdbOx53JX,https://p.scdn.co/mp3-preview/e128bdd713f96d4e7ca12f5ce92820442d9ea58f?cid=6f011d3377f54821bb6607c002103317,2015-05-21,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",0.341,0.478,-7.201,0.041,0.781,2.07e-05,0.147,0.276,199.435,4,0,328854,53.0
11,4kpm50ItxF6iFUATTyQdOR,Kabira-Naina,7l5Z4Z3eRvdC9MV1sdk0Ri,https://p.scdn.co/mp3-preview/e97833ab116de763a5ca243d9c2a92ba9942f05e?cid=6f011d3377f54821bb6607c002103317,2017-12-28,"['desi pop', 'filmi', 'modern bollywood']",0.471,0.586,-4.766,0.0511,0.534,0,0.0741,0.363,172.295,4,1,319626,47.0
12,4kpm50ItxF6iFUATTyQdOR,"Main Jahaan Rahoon (From ""Namastey London"")",1SPjyXQvDjvPA3hYhHvsO1,https://p.scdn.co/mp3-preview/6cf882b497c50654cabb84c4b75dfbd30c5561f9?cid=6f011d3377f54821bb6607c002103317,2007,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.584,0.556,-8.98,0.0514,0.362,2.9e-05,0.13,0.517,103.739,5,1,382493,57.0
13,4kpm50ItxF6iFUATTyQdOR,Baarish,16BGhwv8wYXkv2mMJF7ryv,https://p.scdn.co/mp3-preview/8f9ade5b085452f93565ae096d810bb918584a0f?cid=6f011d3377f54821bb6607c002103317,2017-04-30,"['desi pop', 'filmi', 'modern bollywood']",0.465,0.769,-3.209,0.0325,0.581,0,0.108,0.473,87.961,0,1,276380,66.0
14,4kpm50ItxF6iFUATTyQdOR,Khudaya Khair,2XYyriLyJSuGj4FN7QoNmM,https://p.scdn.co/mp3-preview/a6653170e69e14d7222b1a6eebc3c16e372e087c?cid=6f011d3377f54821bb6607c002103317,2009-01-05,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.573,0.746,-5.699,0.0705,0.45,0,0.162,0.807,171.949,7,1,280558,55.0
15,4kpm50ItxF6iFUATTyQdOR,Tum Se Hi,7eQl3Yqv35ioqUfveKHitE,https://p.scdn.co/mp3-preview/2220f1d3926c3056dfd95a6078264707530d16e6?cid=6f011d3377f54821bb6607c002103317,2007-09-21,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.609,0.538,-7.842,0.0273,0.328,0,0.125,0.608,130.015,6,1,321225,71.0
16,4kpm50ItxF6iFUATTyQdOR,Ajab Si,5FXMRdJjKq1BIX4e8Eg9mK,https://p.scdn.co/mp3-preview/cb790289d7d8c3c088c573eae76a8495404b6387?cid=6f011d3377f54821bb6607c002103317,2007-09-18,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.697,0.438,-8.411,0.0289,0.397,0,0.293,0.58,117.954,8,1,241668,69.0
17,4kpm50ItxF6iFUATTyQdOR,Abhi Kuch Dino Se,1QufGJee7k9v4Cfp2NxXbv,https://p.scdn.co/mp3-preview/d7c77b1857e43ef312c1e2405e851001837b71e2?cid=6f011d3377f54821bb6607c002103317,2010-12-23,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.703,0.695,-5.518,0.118,0.654,0,0.103,0.683,92.003,4,1,285687,60.0
18,4kpm50ItxF6iFUATTyQdOR,Kabhi Kabhi Aditi,3APdIdF8H0jsxSuGOqXedS,https://p.scdn.co/mp3-preview/43516d29df4ca3554bd7a9253f8f4800e3fb331d?cid=6f011d3377f54821bb6607c002103317,2008-05-21,"['filmi', 'modern bollywood']",0.791,0.558,-7.155,0.0661,0.276,0,0.0859,0.872,95.077,7,0,218836,67.0
19,4kpm50ItxF6iFUATTyQdOR,Hey Ya !,1qTh7hzjd361hjuzeaMFWK,https://p.scdn.co/mp3-preview/69f03ceed5d004a73de6b23ce1864fac7a35cf74?cid=6f011d3377f54821bb6607c002103317,2010-01-18,"['filmi', 'modern bollywood']",0.799,0.588,-9.136,0.0302,0.184,2.68e-05,0.0788,0.789,115.087,7,0,254990,59.0
20,4kpm50ItxF6iFUATTyQdOR,Tumse Hi Tumse,6qNyL8lZuqFmy9ginJRQOZ,https://p.scdn.co/mp3-preview/588fd2ce74ebf45fec6d6cbcac8b7d0dd0b47d88?cid=6f011d3377f54821bb6607c002103317,2010-08-19,"['filmi', 'modern bollywood']",0.7,0.526,-6.246,0.0355,0.0981,0.471,0.102,0.774,92.015,0,1,261559,57.0
21,4kpm50ItxF6iFUATTyQdOR,Saudebazi (Encore),1tPPINau3vBP8Q89JTn0ER,https://p.scdn.co/mp3-preview/27826b73e94631fcccc9c2587e637e636389060c?cid=6f011d3377f54821bb6607c002103317,2010-09-18,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.69,0.73,-6.587,0.0307,0.121,0,0.346,0.779,113.967,5,1,354863,62.0
22,4kpm50ItxF6iFUATTyQdOR,"Bawara Mann (From ""Jolly Ll.B 2"")",4gkqGoKI311ayrtcvYaFTz,https://p.scdn.co/mp3-preview/4bead715939e14b241ed216d5770f8577c08a51b?cid=6f011d3377f54821bb6607c002103317,2020-05-25,"['desi pop', 'filmi', 'modern bollywood']",0.476,0.454,-8.334,0.0255,0.678,0.00175,0.313,0.344,84.991,8,1,216073,48.0
23,4kpm50ItxF6iFUATTyQdOR,"Humsafar (From ""Badrinath Ki Dulhania"")",7aE1lfskJLMHQnzCCP1zsV,https://p.scdn.co/mp3-preview/33467bb5285756c7aa85073f3df69981869d6582?cid=6f011d3377f54821bb6607c002103317,2019-09-03,"['desi pop', 'modern bollywood']",0.319,0.552,-6.401,0.0307,0.719,0,0.144,0.221,93.991,7,1,268463,61.0
24,4kpm50ItxF6iFUATTyQdOR,Mere Bina,4rSmmC6OYmjVOYxr8ruVWN,https://p.scdn.co/mp3-preview/e0d15e575dee3d6e71c95fbcaf13ccba2fcc8632?cid=6f011d3377f54821bb6607c002103317,2010-09-03,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.511,0.767,-5.699,0.0524,0.651,0,0.153,0.463,79.923,2,1,289560,65.0
25,4kpm50ItxF6iFUATTyQdOR,Mujhe Kaise Pata Na Chala,2lntQGHk2ZQkyyrnpcu5sJ,https://p.scdn.co/mp3-preview/20bf7d2e877cc570ac31c573b2c0c05166057f4a?cid=6f011d3377f54821bb6607c002103317,2018,"['desi pop', 'filmi', 'indian folk', 'indian indie', 'modern bollywood']",0.365,0.404,-7.228,0.0438,0.813,0,0.291,0.308,75.002,7,1,317079,49.0
26,4kpm50ItxF6iFUATTyQdOR,Kya Mujhe Pyaar Hai,3HFjh7QljnUCBLsoTwMuTj,https://p.scdn.co/mp3-preview/ead6dacc244b1b40ce5d13df0a9916b87bd87d47?cid=6f011d3377f54821bb6607c002103317,2006-08-17,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.644,0.818,-5.924,0.0549,0.431,2.62e-05,0.0806,0.789,118.477,6,0,266653,66.0
27,4kpm50ItxF6iFUATTyQdOR,Dil Ibaadat,3Kl8p2PxVf8eAayLwTxOIm,https://p.scdn.co/mp3-preview/d5609156d7ea0dfa1c8a96438fd11c36f6118bd7?cid=6f011d3377f54821bb6607c002103317,2009-09-08,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.59,0.859,-5.005,0.0416,0.633,0,0.286,0.634,149.966,2,0,329387,64.0
28,4kpm50ItxF6iFUATTyQdOR,Haan Tu Hain,4vgCpNUUcpEIBifidhQOnR,https://p.scdn.co/mp3-preview/004d445b1f34ce038da08eab5930cc6e946e5b9b?cid=6f011d3377f54821bb6607c002103317,2008-03-07,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.415,0.904,-3.586,0.104,0.718,0,0.0739,0.729,83.648,2,0,324880,61.0
29,4kpm50ItxF6iFUATTyQdOR,Teri yaadein,4Jyyn1HWcOwBGhHjMOOcpe,https://p.scdn.co/mp3-preview/7587f7c6546922e48be6673fe5f61ec61a8570a2?cid=6f011d3377f54821bb6607c002103317,2011-07-13,"['desi pop', 'modern bollywood']",0.673,0.803,-6.066,0.0406,0.544,0.000358,0.0591,0.56,79.988,9,0,258325,57.0
30,4kpm50ItxF6iFUATTyQdOR,Ishq Wala Love,1hQia6rxgfM1ly2hE3StWp,https://p.scdn.co/mp3-preview/e1befa7fcb9e2799b9018ef1e0716e05814011da?cid=6f011d3377f54821bb6607c002103317,2012-08-31,"['desi pop', 'filmi', 'modern bollywood']",0.711,0.295,-12.377,0.0334,0.534,4.51e-05,0.0782,0.694,135.041,0,0,257973,69.0
31,4kpm50ItxF6iFUATTyQdOR,Tum Mile,1EjxJHY9A6LMOlvyZdwDly,https://p.scdn.co/mp3-preview/825f224ec730ee97bb82a80e61f53a0c3b2f4f30?cid=6f011d3377f54821bb6607c002103317,2009-09-08,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.738,0.798,-6.663,0.0334,0.32,5.15e-06,0.31,0.793,123.01,0,1,343787,64.0
32,4kpm50ItxF6iFUATTyQdOR,Zara Sa,18YHbIhrleUkKKj2DvEp79,https://p.scdn.co/mp3-preview/59f54da04fc69cec7534833b51e020d045ef7fa5?cid=6f011d3377f54821bb6607c002103317,2008-03-07,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.468,0.91,-3.057,0.051,0.12,0.000304,0.271,0.694,163.842,11,0,303680,65.0
33,4kpm50ItxF6iFUATTyQdOR,Maula Maula,5vIcQqiYz1aONkqntTAUTl,https://p.scdn.co/mp3-preview/91fa5a749832c75b526f1e4fd2b5fbebb2000962?cid=6f011d3377f54821bb6607c002103317,2011-06-27,"['desi pop', 'filmi', 'modern bollywood']",0.494,0.716,-6.816,0.0675,0.377,6.03e-06,0.0839,0.532,89.479,11,1,244369,53.0
34,4kpm50ItxF6iFUATTyQdOR,Tu Hi Meri Shab Hai,4IGfpRPTnhzZyL74Ilubrb,https://p.scdn.co/mp3-preview/13e14e3047065073a89fce45e4e4f4097bf735db?cid=6f011d3377f54821bb6607c002103317,2006-09-08,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.568,0.726,-6.087,0.0366,0.491,0.000764,0.122,0.564,118.842,9,0,387947,61.0
35,4kpm50ItxF6iFUATTyQdOR,"Love Me Thoda Aur (From ""Yaariyan"")",5HY1pCLXAlq5A0G6WR5vvS,https://p.scdn.co/mp3-preview/589ecd4014076e3b00ad1f8278ff1c2ebdd9f174?cid=6f011d3377f54821bb6607c002103317,2019-04-15,"['desi pop', 'filmi', 'modern bollywood']",0.545,0.559,-6.372,0.0301,0.644,0.000292,0.123,0.368,87.002,7,1,265811,48.0
36,4kpm50ItxF6iFUATTyQdOR,Khoya Khoya,1kIaHdsk7dgJv11fANKeXg,https://p.scdn.co/mp3-preview/007009e5e20594c47aae7d3aad41cba2bb437740?cid=6f011d3377f54821bb6607c002103317,2015-08-14,"['desi pop', 'filmi', 'modern bollywood']",0.454,0.792,-5.851,0.113,0.329,3.78e-05,0.446,0.45,174.017,2,1,317075,54.0
37,4kpm50ItxF6iFUATTyQdOR,Tu Hi Tu (Reprise),10Q42CUsgTyl3ocldvI3C2,https://p.scdn.co/mp3-preview/d4e81837b131907b8b5530cf203a7698260b7ad8?cid=6f011d3377f54821bb6607c002103317,2014-07-07,"['desi pop', 'filmi', 'modern bollywood']",0.515,0.416,-7.608,0.0297,0.602,1.79e-05,0.325,0.317,85.905,2,1,329036,52.0
38,4kpm50ItxF6iFUATTyQdOR,"Dekh Lena (From ""Tum Bin 2"")",41GKjlHKRumjutbPjMr0UT,https://p.scdn.co/mp3-preview/a4479ea6adbe99e653e898c08f8af83de18fa82c?cid=6f011d3377f54821bb6607c002103317,2016-12-30,"['desi pop', 'filmi', 'modern bollywood']",0.565,0.597,-7.903,0.0406,0.809,0.0119,0.298,0.651,151.883,0,1,281525,44.0
39,4kpm50ItxF6iFUATTyQdOR,Tera Hoke Rahoon,6yYQvmxJsag3DTiGNXXh2G,https://p.scdn.co/mp3-preview/8a17fab9574c7be9bcbd9d133285260dcda6b5d0?cid=6f011d3377f54821bb6607c002103317,2017-06-09,"['desi pop', 'filmi', 'modern bollywood']",0.505,0.624,-7.67,0.0298,0.746,3.01e-05,0.333,0.417,129.949,9,0,204316,55.0
40,4kpm50ItxF6iFUATTyQdOR,"Wafa Ne Bewafai (From ""Teraa Surroor"")",0KCELNf5it4kL3LGwR80cj,https://p.scdn.co/mp3-preview/1d65b0a80aa61ba9b78a23a298097deed00b57a8?cid=6f011d3377f54821bb6607c002103317,2019-04-24,"['desi pop', 'filmi', 'modern bollywood']",0.394,0.592,-6.398,0.203,0.847,0,0.125,0.401,81.098,10,1,320041,47.0
41,4kpm50ItxF6iFUATTyQdOR,Meet,3jPWd7NpYoaGVUSbJh9Xca,https://p.scdn.co/mp3-preview/af2a73aab07437a5ab40937e7f607d8cd01d461c?cid=6f011d3377f54821bb6607c002103317,2017-12-28,"['desi pop', 'filmi', 'modern bollywood']",0.554,0.488,-8.079,0.0307,0.589,0,0.136,0.539,95.949,5,1,215412,51.0
42,4kpm50ItxF6iFUATTyQdOR,Teri Hogaiyaan,53S98SFeRSxjd7F7eUnfAJ,https://p.scdn.co/mp3-preview/21ebaae9378241f09ab2eb2b4faf81f591de6d92?cid=6f011d3377f54821bb6607c002103317,2019-11-20,"['desi pop', 'modern bollywood']",0.404,0.43,-8.313,0.0336,0.779,0.000172,0.0941,0.51,106.322,5,1,175875,67.0
43,4kpm50ItxF6iFUATTyQdOR,Tenu Na Bol Pawaan,5mp7og60TpyNiKi2p9Morw,https://p.scdn.co/mp3-preview/ce5d4160a635eca5803418bec160e2896f093371?cid=6f011d3377f54821bb6607c002103317,2017-06-09,"['desi pop', 'filmi', 'modern bollywood']",0.557,0.487,-7.244,0.0231,0.515,0,0.112,0.395,98.082,8,1,295353,64.0
44,4kpm50ItxF6iFUATTyQdOR,Jogi,4GrowvVL3xpUgfnXj6mVRH,https://p.scdn.co/mp3-preview/20f48c4fdca393f0676cf577e08fcf6bb6f83abb?cid=6f011d3377f54821bb6607c002103317,2017-10-24,"['desi pop', 'filmi', 'modern bollywood']",0.651,0.562,-5.787,0.0302,0.601,0,0.121,0.607,81.029,9,1,273189,63.0
45,4kpm50ItxF6iFUATTyQdOR,Dekha Hazaro Dafaa,7AV1hh76pC1mg4iSH796Vp,https://p.scdn.co/mp3-preview/4fc0bf9845a4a3c9b9df668d665d285d85270515?cid=6f011d3377f54821bb6607c002103317,2016-07-15,"['desi pop', 'filmi', 'modern bollywood']",0.411,0.277,-8.844,0.0305,0.903,0,0.209,0.345,143.768,7,1,207752,64.0
46,4kpm50ItxF6iFUATTyQdOR,Zara Zara,7wrYBASu0OoxoDErd4Edxd,https://p.scdn.co/mp3-preview/1f5db0db433a8e9ecf0f10d2b10e386d232a21d7?cid=6f011d3377f54821bb6607c002103317,2001-10-19,"['carnatic', 'carnatic vocal', 'filmi', 'indian classical', 'tamil pop']",0.643,0.268,-15.073,0.09,0.593,2.06e-06,0.316,0.62,143.813,11,0,298266,63.0
47,4kpm50ItxF6iFUATTyQdOR,"Hum Mar Jayenge (From ""Aashiqui 2"")",6xlz3JYB9TFc52UO0XTnXL,https://p.scdn.co/mp3-preview/65a71ed7163c811ef0c28c6ead16bc1b57539acc?cid=6f011d3377f54821bb6607c002103317,2019-02-12,"['desi pop', 'filmi', 'modern bollywood']",0.568,0.508,-7.553,0.0333,0.737,0,0.103,0.685,86.03,9,1,306512,43.0
48,4kpm50ItxF6iFUATTyQdOR,"Girl I Need You (From ""Baaghi"")",0tgwvpBXcw7GURJRqBnc4g,https://p.scdn.co/mp3-preview/cbb88cc88559274d3204c23b9e24f9464933b4db?cid=6f011d3377f54821bb6607c002103317,2017-07-18,"['desi pop', 'filmi', 'modern bollywood']",0.647,0.537,-7.486,0.0258,0.368,0,0.213,0.185,131.927,0,1,297752,59.0
49,4kpm50ItxF6iFUATTyQdOR,Tu Chale,0XCtA9pYB0aOciPzrJpkAK,https://p.scdn.co/mp3-preview/1b4d5db47d5cf7c84230901655bb7c3ee6635248?cid=6f011d3377f54821bb6607c002103317,2015-01-09,"['desi pop', 'filmi', 'modern bollywood']",0.612,0.782,-6.848,0.0702,0.28,0,0.187,0.6,85.967,2,1,308485,52.0
50,4kpm50ItxF6iFUATTyQdOR,Ik Kahani,4dd9gI8s5V4D3VjMK6L8a3,https://p.scdn.co/mp3-preview/e2dc87eee8b8fa75dc2d32ecb95409358db1040b?cid=6f011d3377f54821bb6607c002103317,2017-11-22,"['desi pop', 'filmi', 'modern bollywood']",0.712,0.621,-6.374,0.0278,0.116,5.43e-06,0.142,0.779,101.981,2,1,205908,59.0
51,4kpm50ItxF6iFUATTyQdOR,Khuda Jaane,0gPgdRfB4jdGrlyXS0Vx78,https://p.scdn.co/mp3-preview/4dc7f823a7827df5ceac8db774da339492d707db?cid=6f011d3377f54821bb6607c002103317,2008-07-05,"['desi pop', 'filmi', 'modern bollywood']",0.382,0.632,-6.393,0.0411,0.391,0.000486,0.0922,0.716,78.936,8,1,333584,68.0
52,4kpm50ItxF6iFUATTyQdOR,Dil Kyun Yeh Mera,5nHwX7e5XHnie22nuTFgda,https://p.scdn.co/mp3-preview/55416cbaa123e0811cb6fbe91eeb97490421613d?cid=6f011d3377f54821bb6607c002103317,2010-03-29,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.486,0.382,-6.183,0.0286,0.613,8.56e-05,0.149,0.164,125.918,6,1,333200,62.0
53,4kpm50ItxF6iFUATTyQdOR,Tum Ho,7uNnlVit5qDvfOje0pqICF,https://p.scdn.co/mp3-preview/ae106c3d2357b9fbf009be8240cca3321a96e122?cid=6f011d3377f54821bb6607c002103317,2011-10-01,"['desi pop', 'filmi', 'modern bollywood']",0.356,0.47,-8.929,0.0278,0.518,1e-05,0.0807,0.167,93.895,5,1,316500,64.0
54,4kpm50ItxF6iFUATTyQdOR,Kahin To,3E424W0IJS3ypZ4YOxE0Jn,https://p.scdn.co/mp3-preview/0f50d7bfd9a86dc6e9a19373239f77ca9b358455?cid=6f011d3377f54821bb6607c002103317,2008-05-21,"['filmi', 'modern bollywood']",0.61,0.492,-7.55,0.0261,0.334,6.3e-06,0.0979,0.165,90.984,10,1,303206,60.0
55,4kpm50ItxF6iFUATTyQdOR,Te Amo (Duet),3x55c9UVpbURc2T02DLfEM,https://p.scdn.co/mp3-preview/f1a10ffb5eb7bd4dac3bf1f48e8c75bb4c09277e?cid=6f011d3377f54821bb6607c002103317,2011-03-15,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.594,0.757,-5.381,0.0504,0.606,0,0.251,0.597,127.894,11,1,284723,59.0
56,4kpm50ItxF6iFUATTyQdOR,I Am In Love,3FS3ItpUATpALLi90uvkde,https://p.scdn.co/mp3-preview/09f09d2018a616ddf41fa764cd3cfa3d4f180d64?cid=6f011d3377f54821bb6607c002103317,2010-06-29,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.702,0.694,-5.74,0.0286,0.685,5.96e-05,0.168,0.76,130.024,2,1,285109,52.0
57,4kpm50ItxF6iFUATTyQdOR,I Am In Love,1e9JTfYjUGDFSMfB66Z86y,https://p.scdn.co/mp3-preview/bef9ebebec2ae7e3b598ddd4afe14e6f3b97ed9a?cid=6f011d3377f54821bb6607c002103317,2010-06-29,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.703,0.736,-5.089,0.0286,0.6,6.11e-06,0.2,0.598,129.963,2,1,299771,44.0
58,4kpm50ItxF6iFUATTyQdOR,Tum Mile - Love Reprise,4TobDQpylJNxkXMH1QUvTp,https://p.scdn.co/mp3-preview/c36b29835714c9192e583e9f6be16ac36d248725?cid=6f011d3377f54821bb6607c002103317,2009-09-08,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.589,0.626,-5.684,0.0273,0.777,1.97e-06,0.13,0.443,114.915,0,1,303320,57.0
59,4kpm50ItxF6iFUATTyQdOR,Apnaa Mujhe Tu Lagaa,70O5Rpo2B2FB4B5bf68JWw,https://p.scdn.co/mp3-preview/a3f649e903092740a35b0a727ffd67e3526cc6aa?cid=6f011d3377f54821bb6607c002103317,2012-10-09,"['desi pop', 'filmi', 'modern bollywood']",0.47,0.682,-3.854,0.0379,0.586,0,0.0955,0.499,159.991,9,0,364019,51.0
60,4kpm50ItxF6iFUATTyQdOR,Pehli Dafa,4Tkb7zsDmsawB7S5TpKQV1,https://p.scdn.co/mp3-preview/3be0f7d85cc4242622a24013daf4c29b23cd79dd?cid=6f011d3377f54821bb6607c002103317,2017-01-06,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.679,0.537,-7.843,0.0322,0.844,3.34e-06,0.108,0.481,111.979,4,1,298771,66.0
61,4kpm50ItxF6iFUATTyQdOR,Main Rahoon Ya Na Rahoon,6f3ANRNQ8nCiPZ6VqXqq93,https://p.scdn.co/mp3-preview/62569388e3f2c7805e0979c3ec959727bf0a3e37?cid=6f011d3377f54821bb6607c002103317,2015-11-24,"['desi pop', 'filmi', 'modern bollywood']",0.55,0.488,-8.059,0.0284,0.718,0.000118,0.126,0.301,136.025,6,1,309458,66.0
62,4kpm50ItxF6iFUATTyQdOR,Tune Jo Na Kaha,0pw3p4gf5homOkvOGOJulF,https://p.scdn.co/mp3-preview/97440c8f921fd017f67bab2135720ec9c51477fd?cid=6f011d3377f54821bb6607c002103317,2009-06-10,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.314,0.475,-12.38,0.0838,0.779,0.00539,0.34,0.312,78.992,5,1,310073,65.0
63,4kpm50ItxF6iFUATTyQdOR,"Bheegi Si Bhaagi Si (From ""Raajneeti"")",5ecrmd9bRGk3JoYi5Y4yPL,https://p.scdn.co/mp3-preview/487e9ba85ad4a70e6188072d3b69a5817f8751f9?cid=6f011d3377f54821bb6607c002103317,2017-06-14,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.564,0.867,-6.21,0.121,0.361,0,0.262,0.815,88.919,8,1,278093,48.0
64,4kpm50ItxF6iFUATTyQdOR,Shukran Allah,3nKEiJUeaWn8q2O9I1xwlB,https://p.scdn.co/mp3-preview/f644c634dad93d1d2ddeb8321d6fe45915800a56?cid=6f011d3377f54821bb6607c002103317,2009-10-15,"['desi hip hop', 'desi pop', 'filmi', 'indian folk', 'modern bollywood']",0.432,0.695,-8.022,0.111,0.732,0.0014,0.274,0.513,116.153,1,1,290053,64.0
65,4kpm50ItxF6iFUATTyQdOR,Dariya,0LRcXYhaWLqbs1wvSV0o9u,https://p.scdn.co/mp3-preview/8244c754b8bf690c0476d647f2cc8152d459552b?cid=6f011d3377f54821bb6607c002103317,2016-08-04,"['desi pop', 'filmi', 'modern bollywood']",0.581,0.424,-6.616,0.0269,0.723,0,0.101,0.352,98.936,8,1,217992,68.0
66,4kpm50ItxF6iFUATTyQdOR,Awari,7IEww1rwWe1scos6rarOYh,https://p.scdn.co/mp3-preview/0e769f5dca5206cfcc516b4350a76cf9ce86d2cd?cid=6f011d3377f54821bb6607c002103317,2014-05-28,['pakistani pop'],0.322,0.515,-6.908,0.0341,0.668,5.01e-06,0.0907,0.16,149.912,3,0,320757,57.0
